status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A day after two police suicides and the abrupt resignations or desertions of up to 200 police officers, defiant city officials on Sunday began offering five-day vacations -- and even trips to Las Vegas -- to the police, firefighters and city emergency workers and their families.      The idea of paid vacations was raised by both Mayor C. Ray Nagin and senior police officials who said that their forces were exhausted and traumatized and that the arrival of the National Guard had made way for the officers to be relieved.  ",https://www.nytimes.com/2005/09/05/us/nationalspecial/city-to-offer-free-trips-to-las-vegas-for-officers.html,"A day after two police suicides and the abrupt resignations or desertions of up to 200 police officers, defiant city officials on Sunday began offering five-day vacations -- and even trips to Las Vegas -- to the police, firefighters and city emerg...",Correction Appended,A,13,The New York Times,,,2005-09-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/0d37a83f-cb68-5831-946c-d26250fa93c8,816,nyt://article/0d37a83f-cb68-5831-946c-d26250fa93c8,City to Offer Free Trips to Las Vegas for Officers,STORM AND CRISIS: THE POLICE,NA,STORM AND CRISIS: THE POLICE; City to Offer Free Trips To Las Vegas for Officers,NA,NA,NA,By Joseph B. Treaster and Christopher Drew,,NA,445,110,43,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LIKE most seasoned business travelers, Rachel Gradwohl, 31, prides herself on being in control when she's on the road. ''I can work pretty much anywhere as long as I bring my laptop,'' she says on her personal blog, at prncess674.blogspot.com. ''I can be ready in 30 minutes to go anywhere, literally anywhere!''     Several nights last week, Ms. Gradwohl was in a Manhattan hotel room, desperate for sleep, her laptop propped open in bed beside her. She stared at the images and listened to the murmur of a live Webcast from her hometown television station, WWL-TV in New Orleans, where local anchors and reporters have been indefatigable and heroic. Suddenly, her definition of efficient travel was the simple ability to go home again.  ",https://www.nytimes.com/2005/09/06/business/her-hometown-destroyed-a-traveler-turns-to-a-blog.html,"LIKE most seasoned business travelers, Rachel Gradwohl, 31, prides herself on being in control when she's on the road. ''I can work pretty much anywhere as long as I bring my laptop,'' she says on her personal blog, at prncess674.blogspot.com. ''I...","LIKE most seasoned business travelers, Rachel Gradwohl, 31, prides herself on being in control when she's on the road. ""I can work pretty much anywhere as long as I bring my laptop,"" she says on her personal blog, at prncess674.blogspot.com. ""I can be ready in 30 minutes to go anywhere, literally anywhere!""",C,9,The New York Times,,,2005-09-06T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/310562b6-36a1-5799-84c8-7c560eabd83b,898,nyt://article/310562b6-36a1-5799-84c8-7c560eabd83b,"Her Hometown Destroyed, a Traveler Turns to a Blog",ON THE ROAD,NA,"ON THE ROAD; Her Hometown Destroyed, A Traveler Turns to a Blog",NA,NA,NA,By Joe Sharkey,,NA,445,110,43,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Americans open their wallets, homes and hearts to help victims of Hurricane Katrina, with donations and pledges from individuals and businesses already nearing $100 million; several celebrity-studded telethons are planned; photo; Federal Emergency Management Agency chart listing organizations and groups collecting donations or offers of help (M)",https://www.nytimes.com/2005/09/02/us/nationalspecial/in-a-multitude-of-forms-the-offers-of-help-pour-in.html,"Americans open their wallets, homes and hearts to help victims of Hurricane Katrina, with donations and pledges from individuals and businesses already nearing $100 million; several celebrity-studded telethons are planned; photo; Federal Emergency...",Correction Appended,A,21,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/ec152890-e5ab-5be1-8806-94709438f967,1214,nyt://article/ec152890-e5ab-5be1-8806-94709438f967,"In a Multitude of Forms, the Offers of Help Pour In",STORM AND CRISIS: DONATIONS,NA,"STORM AND CRISIS: DONATIONS; In a Multitude of Forms, the Offers of Help Pour In",NA,NA,NA,By Jodi Wilgoren,,NA,445,110,43,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The boat pulled up to the living room window on Read Boulevard early Sunday afternoon, and a volunteer rescuer, Stanley Patrick, began yelling: ''Mr. Robert! Mr. Robert! Can you hear me?''     There was no sound in response, only the lapping of water in this reeking New Orleans East neighborhood, where the rooftops of cars were still covered nearly a week after a levee broke and the city was inundated.  ",https://www.nytimes.com/2005/09/05/us/nationalspecial/rescuers-going-door-to-door-find-stubbornness-and.html,"The boat pulled up to the living room window on Read Boulevard early Sunday afternoon, and a volunteer rescuer, Stanley Patrick, began yelling: ''Mr. Robert! Mr. Robert! Can you hear me?''     There was no sound in response, only the lapping of wa...","NEW ORLEANS, Sept. 4 - The boat pulled up to the living room window on Read Boulevard early Sunday afternoon, and a volunteer rescuer, Stanley Patrick, began yelling: ""Mr. Robert! Mr. Robert! Can you hear me?""",A,1,The New York Times,,,2005-09-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a7ea038d-8f89-5dae-bd3c-a5cf7358e022,1164,nyt://article/a7ea038d-8f89-5dae-bd3c-a5cf7358e022,"Rescuers, Going Door to Door, Find Stubbornness and Silence",STORM AND CRISIS: RESCUE EFFORTS,NA,"STORM AND CRISIS: RESCUE EFFORTS; Rescuers, Going Door to Door, Find Stubbornness and Silence",NA,NA,NA,By Jere Longman,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Editorial on desperate situation in New Orleans after Hurricane Katrina questions whether rescue operations were hampered because so many National Guard members from Louisiana and Mississippi are fighting in Iraq; says lasting lesson that must be drawn from current Gulf Coast misery is that National Guard must be treated as America's most essential homeland security force, and not to be used for long-term overseas missions",https://www.nytimes.com/2005/09/02/opinion/the-manmade-disaster.html,Editorial on desperate situation in New Orleans after Hurricane Katrina questions whether rescue operations were hampered because so many National Guard members from Louisiana and Mississippi are fighting in Iraq; says lasting lesson that must be ...,"The situation in New Orleans, which had seemed as bad as it could get, became considerably worse yesterday with reports of what seemed like a total breakdown of organized society. Americans who had been humbled by failures in Iraq saw that the authorities could not quickly cope with a natural disaster at home. People died for lack of water, medical care or timely rescues -- particularly the old and the young -- and victims were almost invariably poor and black. The city's police chief spoke of rapes, beatings and marauding mobs. The pictures were equally heartbreaking and maddening. Disaster planners were well aware that New Orleans could be flooded by the combined effects of a hurricane and broken levees, yet somehow the government was unable to immediately rise to the occasion.",A,22,The New York Times,,,2005-09-02T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/b62f70c0-b60f-53ca-8afe-494edae70522,662,nyt://article/b62f70c0-b60f-53ca-8afe-494edae70522,The Man-Made Disaster,Editorial,NA,The Man-Made Disaster,NA,NA,NA,NA,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Op-Ed article by Mark Fischetti says most agonizing part of what is happening in New Orleans in wake of Hurricane Katrina is that it might have been avoided; notes article he wrote for Scientific American in 2001 describing very situation unfolding there today; says large-scale engineering plan called Coast 2050, developed in 1998 by scientists, Army engineers, metropolitan planners and Louisiana officials, might have helped save city, but it went unrealized because of objections from some local politicians and special interests, as well as some scientists and engineers; says when New Orleans is rebuilt, it can be protected by engineering solutions that work with nature, not against it; describes how natural protections can be restored (M)",https://www.nytimes.com/2005/09/02/opinion/they-saw-it-coming.html,Op-Ed article by Mark Fischetti says most agonizing part of what is happening in New Orleans in wake of Hurricane Katrina is that it might have been avoided; notes article he wrote for Scientific American in 2001 describing very situation unfoldin...,"Lenox, Mass. - THE deaths caused by Hurricane Katrina are heart-rending. The suffering of survivors is wrenching. Property destruction is shocking. But perhaps the most agonizing part is that much of what happened in New Orleans this week might have been avoided.",A,23,The New York Times,,,2005-09-02T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/89218540-82cc-56b8-be30-675ca8a2d424,1079,nyt://article/89218540-82cc-56b8-be30-675ca8a2d424,They Saw It Coming,Op-Ed Contributor,NA,They Saw It Coming,NA,NA,NA,By Mark Fischetti,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Despair, privation and violent lawlessness in New Orleans prompts Mayor C Ray Nagin to issue 'desperate SOS' and other local officials to lambast federal government for responding too slowly to disaster in aftermath of Hurricane Katrina; thousands of refugees from storm board buses for Houston; others quickly take their places at filthy, teeming Superdome, where desperate people clamor for food, water and attention; dead bodies, wrapped in sheets, lay in their midst; precise death toll is not yet known; White House says Pres Bush will tour region and federal officials, citing magnitude of disaster, defend their response so far and pledge that more help is coming; Army Corps of Engineers works to close levee breach that allowed water from Lake Pontchartrain to pour into New Orleans; in Houston, Red Cross reports that Astrodome is full after accepting more than 11,000 refugees and that evacuees are being sent to other shelters in Houston area; scenes throughout stricken region described; photos; map (L)",https://www.nytimes.com/2005/09/02/us/nationalspecial/local-officials-criticize-federal-government-over.html,"Despair, privation and violent lawlessness in New Orleans prompts Mayor C Ray Nagin to issue 'desperate SOS' and other local officials to lambast federal government for responding too slowly to disaster in aftermath of Hurricane Katrina; thousands...","NEW ORLEANS, Sept. 1 - Despair, privation and violent lawlessness grew so extreme in New Orleans on Thursday that the flooded city's mayor issued a ""desperate SOS"" and other local officials, describing the security situation as horrific, lambasted the federal government as responding too slowly to the disaster.",A,1,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/3bb1109a-e37e-5f9a-a818-eec372b48d6d,1742,nyt://article/3bb1109a-e37e-5f9a-a818-eec372b48d6d,Local Officials Criticize Federal Government Over Response,STORM AND CRISIS: THE OVERVIEW,NA,STORM AND CRISIS: THE OVERVIEW; DESPAIR AND LAWLESSNESS GRIP NEW ORLEANS AS THOUSANDS REMAIN STRANDED IN SQUALOR,NA,NA,NA,By Joseph B. Treaster and Deborah Sontag,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"They're heroes, all of them, the doctors and nurses taking care of patients in the hurricane zone, the ones you read about in the newspapers, ventilating the intensive care unit patients by bag and mask when the generator fails, or binding up wounds by flashlight.      It's a very particular kind of heroism -- doing what you were trained to do, but doing it under circumstances where you are pitting your standard professional skills against unimaginable disaster.  ",https://www.nytimes.com/2005/09/06/health/practicing-medicine-in-the-dark-on-the-edge.html,"They're heroes, all of them, the doctors and nurses taking care of patients in the hurricane zone, the ones you read about in the newspapers, ventilating the intensive care unit patients by bag and mask when the generator fails, or binding up woun...","They're heroes, all of them, the doctors and nurses taking care of patients in the hurricane zone, the ones you read about in the newspapers, ventilating the intensive care unit patients by bag and mask when the generator fails, or binding up wounds by flashlight.",F,5,The New York Times,,,2005-09-06T05:00:00+0000,article,Science Desk,Health,News,nyt://article/ce463ff4-277e-5ffc-bfa8-507f15b057c3,1443,nyt://article/ce463ff4-277e-5ffc-bfa8-507f15b057c3,"Practicing Medicine in the Dark, on the Edge",ESSAY,NA,"ESSAY; Practicing Medicine In the Dark, On the Edge",NA,NA,NA,"By Perri Klass, M.d",,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Dr. Jeffrey Orledge and his medical team provided care in New York City after the 2001 terrorist attacks and in Florida last year after Hurricane Ivan. None of that prepared them for the bedlam of the past week, he said on Sunday.     Dispatched to Alabama from its home base in Augusta, Ga., on Aug. 28 in preparation for the hurricane, the team drove from place to place in Mississippi and Louisiana. Each time, it found it had nothing to do or could not provide assistance.  ",https://www.nytimes.com/2005/09/05/us/nationalspecial/medical-team-from-georgia-trying-to-provide-help-hits.html,"Dr. Jeffrey Orledge and his medical team provided care in New York City after the 2001 terrorist attacks and in Florida last year after Hurricane Ivan. None of that prepared them for the bedlam of the past week, he said on Sunday.     Dispatched t...","NEW ORLEANS, Sept. 4 - Dr. Jeffrey Orledge and his medical team provided care in New York City after the 2001 terrorist attacks and in Florida last year after Hurricane Ivan. None of that prepared them for the bedlam of the past week, he said on Sunday.",A,12,The New York Times,,,2005-09-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/e22d9a00-49d0-58a1-bf88-2b21306434d2,1243,nyt://article/e22d9a00-49d0-58a1-bf88-2b21306434d2,"Medical Team From Georgia, Trying to Provide Help, Hits Roadblocks Along the Way",STORM AND CRISIS: AID EFFORTS,NA,"STORM AND CRISIS: AID EFFORTS; Medical Team From Georgia, Trying to Provide Help, Hits Roadblocks Along the Way",NA,NA,NA,By Gardiner Harris,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Nothing lasts forever.     Just ask Ozymandias, or Nate Fisher.  ",https://www.nytimes.com/2005/09/06/science/vanished-under-force-of-time-and-an-inconstant-earth.html,"Nothing lasts forever.     Just ask Ozymandias, or Nate Fisher.  ",Nothing lasts forever.,F,5,The New York Times,,,2005-09-06T05:00:00+0000,article,Science Desk,Health,News,nyt://article/10e6c3e7-7e67-549e-94fe-d470d1f26e27,1825,nyt://article/10e6c3e7-7e67-549e-94fe-d470d1f26e27,"Vanished, Under Force of Time and an Inconstant Earth",NA,NA,"Vanished, Under Force of Time and an Inconstant Earth",NA,NA,NA,By Dennis Overbye,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Frustrations of the police and volunteers in New Orleans mounted on Sunday, as more bodies were found and many people who remained alive in their homes refused to leave.",https://www.nytimes.com/2005/09/04/national/nationalspecial/increasingly-rescuers-find-the-dead-and-the.html,"Frustrations of the police and volunteers in New Orleans mounted on Sunday, as more bodies were found and many people who remained alive in their homes refused to leave."," NEW ORLEANS, Sept. 4 - The boat pulled up to the living room window on Read Boulevard early Sunday afternoon, and a volunteer rescuer, Stanley Patrick, began yelling: ""Mr. Robert! Mr. Robert! Can you hear me?""",NA,NA,The New York Times,,,2005-09-04T05:00:00+0000,article,National / National Special,Archives,News,nyt://article/bbd862bb-f3ec-56a2-aa4c-41989f431131,1065,nyt://article/bbd862bb-f3ec-56a2-aa4c-41989f431131,"Increasingly, Rescuers Find the Dead and the Stubborn",NA,NA,"Increasingly, Rescuers Find the Dead and the Stubborn",NA,NA,NA,By Jere Longman,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Reeling from the chaos of this overwhelmed city, at least 200 New Orleans police officers have walked away from their jobs and two have committed suicide, police officials said on Saturday.     Some officers told their superiors they were leaving, police officials said. Others worked for a while and then stopped showing up. Still others, for reasons not always clear, never made it in after the storm.  ",https://www.nytimes.com/2005/09/04/us/nationalspecial/law-officers-overwhelmed-are-quitting-the-force.html,"Reeling from the chaos of this overwhelmed city, at least 200 New Orleans police officers have walked away from their jobs and two have committed suicide, police officials said on Saturday.     Some officers told their superiors they were leaving,...",Correction Appended,1,1,The New York Times,,,2005-09-04T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/c77ff5bc-95b6-5b23-b4b6-7ee76a25d5c4,1108,nyt://article/c77ff5bc-95b6-5b23-b4b6-7ee76a25d5c4,"Law Officers, Overwhelmed, Are Quitting the Force",STORM AND CRISIS: LAW ENFORCEMENT,NA,"STORM AND CRISIS: LAW ENFORCEMENT; Police Quitting, Overwhelmed by Chaos",NA,NA,NA,By Joseph B. Treaster,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Editorial says Pres Bush's address about Hurricane Katrina was one of worst speeches of his life; says he recited long laundry list of supplies beeing delivered to stricken Gulf Coast, grinned and promised that everything would work out in the end; says nothing about his demeanor suggested that he understands depth of current crisis",https://www.nytimes.com/2005/09/01/opinion/waiting-for-a-leader.html,"Editorial says Pres Bush's address about Hurricane Katrina was one of worst speeches of his life; says he recited long laundry list of supplies beeing delivered to stricken Gulf Coast, grinned and promised that everything would work out in the end...","George W. Bush gave one of the worst speeches of his life yesterday, especially given the level of national distress and the need for words of consolation and wisdom. In what seems to be a ritual in this administration, the president appeared a day later than he was needed. He then read an address of a quality more appropriate for an Arbor Day celebration: a long laundry list of pounds of ice, generators and blankets delivered to the stricken Gulf Coast. He advised the public that anybody who wanted to help should send cash, grinned, and promised that everything would work out in the end.",A,22,The New York Times,,,2005-09-01T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/06c380fa-bf64-5e23-a372-7e0fc78f47f5,476,nyt://article/06c380fa-bf64-5e23-a372-7e0fc78f47f5,Waiting for a Leader,Editorial,NA,Waiting for a Leader,NA,NA,NA,NA,,NA,445,120,12,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Article describes scene on streets of submerged New Orleans, where anxiety and deprivation that has built up over four days since onset of Hurricane Katrina has given way to misery, despair and anger as refugees wait yet another day for their deliverance; all over city there hangs sense of helplessness, with tales of beatings, rapes and looting, and of an anarchy that not even top officials could pin down with hard facts or figures (M)",https://www.nytimes.com/2005/09/02/us/nationalspecial/new-orleans-is-awaiting-deliverance.html,"Article describes scene on streets of submerged New Orleans, where anxiety and deprivation that has built up over four days since onset of Hurricane Katrina has given way to misery, despair and anger as refugees wait yet another day for their deli...","NEW ORLEANS, Sept. 1 - These are the scenes of a dying city: an elderly woman dead in a wheelchair outside the convention center, a note on her lap bearing her name. A horrified family telling tales of pirates commandeering rescue boats at gunpoint. Corpses left rotting in broad daylight. Angry crowds chanting for the television cameras, ""We're dying!"" or simply ""Help!""",A,15,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/aa7e2be1-09dc-5ae7-8343-09e41cf10e6f,1631,nyt://article/aa7e2be1-09dc-5ae7-8343-09e41cf10e6f,New Orleans Is Awaiting Deliverance,STORM AND CRISIS: THE EVACUATION,NA,STORM AND CRISIS: THE EVACUATION; New Orleans Is Awaiting Deliverance,NA,NA,NA,"This article is by James Dao, Joseph B. Treaster and Felicity Barringer",,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Pres Bush is being accused of slow response to flood that has plunged New Orleans into chaos; Democrats, local officials and members of increasingly bewildered public cite images on television showing refugees desperate for food and water in richest nation on earth; Bush fights back in rare morning television interview, saying people should not play politics with this disaster; White House moves swiftly, announcing that Bush will spend Sept 2 touring devastation on Gulf Coast and in New Orleans, and that former Presidents Clinton and Bush will lead private fund-raising effort for flood and hurricane victims; Clinton is most prominent Democrat to defend Bush against accusation of slowness; photo (M)",https://www.nytimes.com/2005/09/02/us/storm-and-crisis-the-president-democrats-and-others-criticize-white.html,"Pres Bush is being accused of slow response to flood that has plunged New Orleans into chaos; Democrats, local officials and members of increasingly bewildered public cite images on television showing refugees desperate for food and water in riche...","WASHINGTON, Sept. 1 - A political furor intensified on Thursday over President Bush's handling of Hurricane Katrina as Democrats, local officials and members of an increasingly bewildered public accused the president of a slow response to the flood that has plunged New Orleans into chaos.",A,16,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/d0fcaf61-7ccc-5467-840b-7e538ab63525,1075,nyt://article/d0fcaf61-7ccc-5467-840b-7e538ab63525,Democrats and Others Criticize White House's Response to Disaster,STORM AND CRISIS: THE PRESIDENT,NA,STORM AND CRISIS: THE PRESIDENT; Democrats and Others Criticize White House's Response to Disaster,NA,NA,NA,By Elisabeth Bumiller,,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Army Corps of Engineers faces growing criticism over decades of missed opportunites to prevent breaches in levees in New Orleans before Hurricane Katrina hit; corps officials and engineers concede they had no ability to detect quickly small breaches in matrix of 350 miles of levees around city; say their efforts were hampered by lack of heavy helicopters, most of which were dispatched by federal emergency officials to rescue stranded residents; accumulation of 40 years of compromises of that sort resulted in mixture of grief, frustration and defensiveness from corps, which is directed by Federal Emergency Management Agency and has long been given mission far broader than its budget; photo (M)",https://www.nytimes.com/2005/09/02/us/nationalspecial/gazing-at-breached-levees-critics-see-years-of-missed.html,Army Corps of Engineers faces growing criticism over decades of missed opportunites to prevent breaches in levees in New Orleans before Hurricane Katrina hit; corps officials and engineers concede they had no ability to detect quickly small breach...,"As federal flood-control officials directed efforts to block the 17th Street Canal, the source of most of the water swamping New Orleans, they faced growing criticism yesterday over decades of missed opportunities to prevent precisely this type of disaster.",A,15,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/d5d552d6-6e34-5607-8e0b-0546f67db1a6,1314,nyt://article/d5d552d6-6e34-5607-8e0b-0546f67db1a6,"Gazing at Breached Levees, Critics See Years of Missed Opportunities",STORM AND CRISIS: THE LEVEE,NA,"STORM AND CRISIS: THE LEVEE; Gazing at Breached Levees, Critics See Years of Missed Opportunities",NA,NA,NA,By Andrew C. Revkin,,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"David Brooks Op-Ed column says recriminations, political conflict and battle over compensation always follow in wake of large hurricanes; says such storms expose underlying power structures, injustices, patterns of corruption and unacknowledged inequalities; says people wandering, devastated, around New Orleans after Hurricane Katrina struck are predominantly black and poor; says political disturbances are still to come (M)",https://www.nytimes.com/2005/09/01/opinion/the-storm-after-the-storm.html,"David Brooks Op-Ed column says recriminations, political conflict and battle over compensation always follow in wake of large hurricanes; says such storms expose underlying power structures, injustices, patterns of corruption and unacknowledged in...","Hurricanes come in two waves. First comes the rainstorm, and then comes what the historian John Barry calls the ""human storm"" -- the recriminations, the political conflict and the battle over compensation. Floods wash away the surface of society, the settled way things have been done. They expose the underlying power structures, the injustices, the patterns of corruption and the unacknowledged inequalities. When you look back over the meteorological turbulence in this nation's history, it's striking how often political turbulence followed.",A,23,The New York Times,,,2005-09-01T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/a3475824-87e0-5247-a468-ee31ec66ac07,767,nyt://article/a3475824-87e0-5247-a468-ee31ec66ac07,The Storm After the Storm,Op-Ed Columnist,NA,The Storm After the Storm,NA,NA,NA,By David Brooks,,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Soaring oil prices have begun to rattle Europeans with disruption of oil production in US by Hurricane Katrina driving gasoline prices in Europe to record high of $6 a gallon; reaction of Europeans has been less dramatic than in US because of higher base price of fuel, strength of euro against dollar and Europe's three-decade search for alternatives to fossil fuels, which has made it less vulnerable to spikes in price of crude oil; economists say Europeans are distracted by other things, like economic stagnation in Italy or double-digit unemployment in Germany; graph; photo (M)",https://www.nytimes.com/2005/09/01/business/worldbusiness/europe-with-other-woes-takes-gas-prices-in-stride.html,Soaring oil prices have begun to rattle Europeans with disruption of oil production in US by Hurricane Katrina driving gasoline prices in Europe to record high of $6 a gallon; reaction of Europeans has been less dramatic than in US because of high...,"FRANKFURT, Aug. 31 - Tiziano Colombo, an engineer from Milan, hit the road this summer, driving with his wife and in-laws in a rented van through Austria, Germany, Belgium, Holland and France.",C,4,The New York Times,,,2005-09-01T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/fd167d64-ce14-5418-aea5-7043ee426576,1403,nyt://article/fd167d64-ce14-5418-aea5-7043ee426576,"Europe, With Other Woes, Takes Gas Prices in Stride",NA,NA,"Europe, With Other Woes, Takes Gas Prices in Stride",NA,NA,NA,By Mark Landler and Carter Dougherty,,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Editorial on hurricane desvastation of New Orleans says it must be national mission to rescue city that belongs to every American's heart,https://www.nytimes.com/2005/08/31/opinion/new-orleans-in-peril.html,Editorial on hurricane desvastation of New Orleans says it must be national mission to rescue city that belongs to every American's heart,"On the day after Hurricane Katrina was declared to be not as bad as originally feared, it became clear that the effects of the storm had been, after all, beyond devastation. Homeowners in Biloxi, Miss., staggered through wrecked neighborhoods looking for their loved ones. In New Orleans, the mayor reported that rescue boats had begun pushing past dead bodies to look for the stranded living. Gas leaks began erupting into flames, and looking at the city, now at least 80 percent under water, it was hard not to think of last year's tsunami, or even ancient Pompeii.",A,18,The New York Times,,,2005-08-31T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/2ad2e57c-1f4e-538e-bf29-74e1987b2ef1,460,nyt://article/2ad2e57c-1f4e-538e-bf29-74e1987b2ef1,New Orleans in Peril,Editorial,NA,New Orleans in Peril,NA,NA,NA,NA,,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Life for many people on devastated coast of Mississippi has become giant scavenger hunt for most basic necessities; there is no electricity and most stores are closed; those that are open accept only cash because ATM's are not working; lines several miles long form for gasoline, food, water and ice that often do not arrive as promised; with temperatures rising, tempers also run high; fights break out at Federal Emergency Management Agency distribution center in Gulfport, Miss, after people on line for three hours are told truck will not arrive for another five hours; some people rush past lines of others and plunge into stores, looting cases of water, soda and cigarettes; photo (M)",https://www.nytimes.com/2005/09/02/us/nationalspecial/in-hunt-for-lifes-necessities-rumors-fly-and-lines-crawl.html,Life for many people on devastated coast of Mississippi has become giant scavenger hunt for most basic necessities; there is no electricity and most stores are closed; those that are open accept only cash because ATM's are not working; lines sever...,"GULFPORT, Miss., Sept. 1 - Emile Ozerden drove 70 miles Wednesday night on a tip that there was gas in Mobile, only to discover that the stations with gas had no power to pump it. When she finally found fuel, in Biloxi, she couldn't wait -- the line was too long, and she feared she would miss curfew here.",A,1,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/5f742581-a82a-5834-852d-b1e8bebfb1a1,1171,nyt://article/5f742581-a82a-5834-852d-b1e8bebfb1a1,"In Hunt for Life's Necessities, Rumors Fly and Lines Crawl",STORM AND CRISIS: SCAVENGERS,NA,"STORM AND CRISIS: SCAVENGERS; In Hunt for Life's Necessities, Rumors Fly and Lines Crawl",NA,NA,NA,By Kate Zernike,,NA,445,130,16,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Refugees from New Orleans arriving at Houston Astrodome find roof, dry cots, air-conditioning and hot food, but also some conditions familiar to those who fled Superdome: raw tensions, long lines and some backed-up toilets, portending trouble ahead as thousands more are expected to come; Red Cross says Astrodome is deemed full with 11,500 people, and that people are now being diverted to other shelters in area; strain is being felt across Houston; scene inside Astrodome described; photo; diagram; map (M)",https://www.nytimes.com/2005/09/02/us/nationalspecial/astrodome-a-step-up-from-the-new-orleans-chaos.html,"Refugees from New Orleans arriving at Houston Astrodome find roof, dry cots, air-conditioning and hot food, but also some conditions familiar to those who fled Superdome: raw tensions, long lines and some backed-up toilets, portending trouble ahea...","HOUSTON, Sept. 1 - Refugees from New Orleans arrived Thursday at the Houston Astrodome, finding a roof, dry cots, air-conditioning and hot food. But after accepting 11, 500 refugees, a Red Cross spokeswoman said, the Astrodome was deemed full and people were being diverted to other shelters in the area Thursday night.",A,19,The New York Times,,,2005-09-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/4ed4d02a-2b0a-5d69-894e-69af43249993,1564,nyt://article/4ed4d02a-2b0a-5d69-894e-69af43249993,Astrodome a Step Up From the New Orleans Chaos,STORM AND CRISIS: EXODUS,NA,STORM AND CRISIS: EXODUS; Astrodome a Step Up From the New Orleans Chaos,NA,NA,NA,By John M. Broder and Simon Romero,,NA,445,130,16,NA
